STORE_LOCATION,PRODUCT_CATEGORY,TOTAL_REVENUE,TOTAL_QUANTITY_SOLD,NUMBER_OF_TRANSACTIONS,UNIQUE_PRODUCTS_SOLD,MONTH_ID,DAY_OF_WEEK,TIME_BUCKET
Astoria,Branded,170,7,7,2,2023-05-21,Sun,Morning
Astoria,Drinking Chocolate,33,8,6,2,2023-05-21,Sun,Afternoon
Astoria,Drinking Chocolate,34.25,8,5,2,2023-05-24,Wed,Evening
Hell's Kitchen,Flavours,5.6,7,5,2,2023-05-25,Thu,Morning
Hell's Kitchen,Drinking Chocolate,24.75,6,5,2,2023-05-26,Fri,Afternoon
Hell's Kitchen,Drinking Chocolate,33.5,9,6,2,2023-05-27,Sat,Evening
Lower Manhattan,Flavours,6.4,8,5,2,2023-05-30,Tue,Afternoon
Lower Manhattan,Drinking Chocolate,32.25,9,5,2,2023-05-30,Tue,Afternoon
Hell's Kitchen,Drinking Chocolate,31.75,8,5,2,2023-06-07,Wed,Evening
Astoria,Drinking Chocolate,31.75,8,7,2,2023-06-11,Sun,Afternoon
Hell's Kitchen,Flavours,8,10,6,2,2023-06-13,Tue,Afternoon
Astoria,Branded,98,5,5,2,2023-06-15,Thu,Morning
Hell's Kitchen,Flavours,7.2,9,5,2,2023-06-15,Thu,Afternoon
Lower Manhattan,Branded,66,5,5,2,2023-06-18,Sun,Morning
Astoria,Branded,98,5,5,2,2023-06-19,Mon,Morning
Astoria,Branded,154,7,7,2,2023-06-21,Wed,Morning
Hell's Kitchen,Drinking Chocolate,50,12,7,2,2023-06-24,Sat,Evening
Astoria,Drinking Chocolate,32,7,5,2,2023-06-24,Sat,Evening
Hell's Kitchen,Drinking Chocolate,26.5,7,5,2,2023-06-28,Wed,Evening
Hell's Kitchen,Drinking Chocolate,23.75,5,3,1,2023-01-03,Tue,Evening
Hell's Kitchen,Coffee beans,124.5,5,5,5,2023-01-14,Sat,Morning
Hell's Kitchen,Coffee beans,120.25,6,6,5,2023-01-19,Thu,Morning
Hell's Kitchen,Loose Tea,27.75,3,3,1,2023-01-20,Fri,Morning
Hell's Kitchen,Coffee beans,107.5,5,5,5,2023-01-23,Mon,Morning
Hell's Kitchen,Coffee beans,89.2,5,5,5,2023-01-24,Tue,Morning
Lower Manhattan,Branded,42,3,3,1,2023-01-26,Thu,Morning
Astoria,Drinking Chocolate,18,4,3,1,2023-02-14,Tue,Afternoon
Hell's Kitchen,Coffee beans,162.7,8,8,7,2023-02-18,Sat,Morning
Astoria,Coffee beans,119.5,7,7,6,2023-02-19,Sun,Morning
Astoria,Loose Tea,45.3,5,5,5,2023-02-20,Mon,Morning
Astoria,Coffee beans,88.95,5,5,5,2023-02-21,Tue,Morning
Astoria,Drinking Chocolate,14,4,3,1,2023-02-27,Mon,Evening
Hell's Kitchen,Coffee beans,141.25,6,6,6,2023-03-13,Mon,Morning
Lower Manhattan,Coffee beans,122.45,5,5,5,2023-03-13,Mon,Afternoon
Hell's Kitchen,Loose Tea,63.2,7,7,5,2023-03-14,Tue,Morning
Astoria,Branded,42,3,3,1,2023-03-15,Wed,Morning
Hell's Kitchen,Coffee beans,83.2,5,5,5,2023-03-18,Sat,Morning
Astoria,Coffee beans,175,8,8,6,2023-03-19,Sun,Morning
Astoria,Drinking Chocolate,22.5,6,3,1,2023-03-19,Sun,Afternoon
Astoria,Coffee beans,137.7,7,7,6,2023-03-20,Mon,Morning
Lower Manhattan,Branded,84,3,3,1,2023-03-25,Sat,Morning
Hell's Kitchen,Drinking Chocolate,19,4,3,1,2023-03-29,Wed,Morning
Hell's Kitchen,Drinking Chocolate,17.5,5,3,1,2023-04-10,Mon,Afternoon
Astoria,Branded,42,3,3,1,2023-04-11,Tue,Morning
Hell's Kitchen,Coffee beans,256.95,10,10,6,2023-04-14,Fri,Morning
Astoria,Coffee beans,107.75,6,6,5,2023-04-15,Sat,Morning
Hell's Kitchen,Branded,42,3,3,1,2023-04-16,Sun,Morning
Hell's Kitchen,Coffee beans,108.2,5,5,5,2023-04-18,Tue,Morning
Astoria,Coffee beans,158,9,9,6,2023-04-19,Wed,Morning
Hell's Kitchen,Coffee beans,117.5,6,6,5,2023-04-19,Wed,Morning
Astoria,Coffee beans,123.95,5,5,5,2023-04-20,Thu,Morning
Hell's Kitchen,Branded,42,3,3,1,2023-04-20,Thu,Morning
Lower Manhattan,Coffee beans,146.25,7,7,6,2023-04-22,Sat,Morning
Hell's Kitchen,Coffee beans,83.5,5,5,5,2023-04-24,Mon,Morning
Lower Manhattan,Branded,42,3,3,1,2023-04-26,Wed,Morning
Hell's Kitchen,Coffee beans,132.95,6,6,6,2023-04-26,Wed,Morning
Lower Manhattan,Packaged Chocolate,39.99,3,3,1,2023-05-09,Tue,Morning
Hell's Kitchen,Drinking Chocolate,21,6,3,1,2023-05-09,Tue,Evening
Hell's Kitchen,Loose Tea,64.05,7,7,5,2023-05-10,Wed,Morning
Hell's Kitchen,Coffee beans,108,6,6,6,2023-05-10,Wed,Morning
Hell's Kitchen,Coffee beans,113.2,5,5,5,2023-05-11,Thu,Morning
Hell's Kitchen,Loose Tea,56.8,6,6,5,2023-05-13,Sat,Morning
Hell's Kitchen,Coffee beans,161.45,7,7,7,2023-05-13,Sat,Morning
Hell's Kitchen,Coffee beans,181.25,7,7,5,2023-05-14,Sun,Morning
Hell's Kitchen,Loose Tea,64.65,7,7,5,2023-05-14,Sun,Morning
Hell's Kitchen,Coffee beans,86.25,5,5,5,2023-05-14,Sun,Afternoon
Astoria,Coffee beans,125.75,7,7,5,2023-05-15,Mon,Morning
Hell's Kitchen,Coffee beans,183.45,9,9,6,2023-05-16,Tue,Morning
Astoria,Coffee beans,110.5,5,5,5,2023-05-16,Tue,Morning
Lower Manhattan,Coffee beans,45,3,3,1,2023-05-18,Thu,Morning
Hell's Kitchen,Loose Tea,81.1,9,9,6,2023-05-18,Thu,Morning
Hell's Kitchen,Coffee beans,107.25,7,7,5,2023-05-18,Thu,Morning
Hell's Kitchen,Coffee beans,150.2,6,6,5,2023-05-19,Fri,Morning
Astoria,Coffee beans,181,10,10,7,2023-05-19,Fri,Morning
Astoria,Coffee beans,303.65,13,13,8,2023-05-20,Sat,Morning
Astoria,Coffee beans,102.7,6,6,5,2023-05-21,Sun,Morning
Hell's Kitchen,Loose Tea,56.3,6,6,5,2023-05-20,Sat,Morning
Hell's Kitchen,Coffee beans,113.45,6,6,6,2023-05-22,Mon,Morning
Lower Manhattan,Coffee beans,194.25,8,8,6,2023-05-22,Mon,Morning
Hell's Kitchen,Coffee beans,140.5,7,7,7,2023-05-23,Tue,Morning
Hell's Kitchen,Coffee beans,152.15,8,8,6,2023-05-24,Wed,Morning
Lower Manhattan,Branded,84,3,3,1,2023-05-25,Thu,Morning
Lower Manhattan,Coffee beans,174.75,7,7,5,2023-05-30,Tue,Morning
Hell's Kitchen,Coffee beans,133.5,6,6,5,2023-05-30,Tue,Morning
Lower Manhattan,Flavours,5.6,7,3,1,2023-05-30,Tue,Evening
Astoria,Coffee beans,83.75,5,5,5,2023-05-31,Wed,Morning
Hell's Kitchen,Loose Tea,45.05,5,5,5,2023-05-31,Wed,Morning
Hell's Kitchen,Coffee beans,108.75,5,5,5,2023-06-08,Thu,Morning
Lower Manhattan,Coffee beans,207,11,10,5,2023-06-08,Thu,Morning
Lower Manhattan,Loose Tea,47.6,5,5,5,2023-06-08,Thu,Morning
Lower Manhattan,Packaged Chocolate,39.99,3,3,1,2023-06-09,Fri,Morning
Hell's Kitchen,Coffee beans,44.25,3,3,1,2023-06-09,Fri,Afternoon
Lower Manhattan,Loose Tea,28.5,3,3,1,2023-06-09,Fri,Evening
Hell's Kitchen,Drinking Chocolate,21,6,3,1,2023-06-09,Fri,Evening
Hell's Kitchen,Coffee beans,107.75,6,6,5,2023-06-10,Sat,Morning
Hell's Kitchen,Coffee beans,156.7,7,7,7,2023-06-13,Tue,Morning
Hell's Kitchen,Coffee beans,103.95,6,6,5,2023-06-13,Tue,Afternoon
Hell's Kitchen,Loose Tea,74.15,8,8,5,2023-06-14,Wed,Morning
Hell's Kitchen,Coffee beans,312.2,13,13,8,2023-06-14,Wed,Morning
Astoria,Branded,135,5,5,1,2023-06-14,Wed,Morning
Astoria,Coffee beans,106.25,6,6,6,2023-06-14,Wed,Morning
Astoria,Coffee beans,176.75,11,11,7,2023-06-15,Thu,Morning
Hell's Kitchen,Branded,42,3,3,1,2023-06-16,Fri,Morning
Hell's Kitchen,Coffee beans,158.45,7,7,5,2023-06-16,Fri,Morning
Hell's Kitchen,Coffee beans,170.25,9,9,6,2023-06-18,Sun,Morning
Hell's Kitchen,Loose Tea,65.2,7,7,5,2023-06-18,Sun,Morning
Astoria,Branded,36,3,3,1,2023-06-18,Sun,Afternoon
Hell's Kitchen,Coffee beans,172.7,7,7,6,2023-06-19,Mon,Morning
Astoria,Coffee beans,208,10,10,8,2023-06-19,Mon,Morning
Astoria,Coffee beans,165.65,7,7,5,2023-06-20,Tue,Morning
Hell's Kitchen,Loose Tea,65.55,7,7,5,2023-06-20,Tue,Morning
Lower Manhattan,Loose Tea,56.55,6,6,5,2023-06-23,Fri,Morning
Hell's Kitchen,Coffee beans,220.5,8,8,5,2023-06-23,Fri,Morning
Hell's Kitchen,Flavours,4,5,3,1,2023-06-24,Sat,Afternoon
Hell's Kitchen,Loose Tea,55.7,6,6,5,2023-06-25,Sun,Morning
Astoria,Drinking Chocolate,14,4,3,1,2023-06-27,Tue,Evening
Lower Manhattan,Coffee beans,124.75,7,6,5,2023-06-30,Fri,Morning
Lower Manhattan,Branded,56,4,3,1,2023-06-30,Fri,Morning
Hell's Kitchen,Coffee beans,783,19,5,3,2023-01-17,Tue,Morning
Astoria,Branded,80,5,5,3,2023-01-17,Tue,Morning
Astoria,Coffee beans,141,5,5,3,2023-02-09,Thu,Afternoon
Hell's Kitchen,Coffee beans,124.75,5,5,3,2023-02-19,Sun,Morning
Astoria,Branded,92,6,6,3,2023-03-17,Fri,Morning
Lower Manhattan,Loose Tea,62.65,7,7,3,2023-04-09,Sun,Morning
Lower Manhattan,Branded,82,5,5,3,2023-04-14,Fri,Morning
Astoria,Branded,94,6,6,3,2023-04-17,Mon,Morning
Lower Manhattan,Coffee beans,182.75,10,9,3,2023-05-08,Mon,Morning
Lower Manhattan,Branded,122,7,6,3,2023-05-09,Tue,Morning
Hell's Kitchen,Coffee beans,99,5,5,3,2023-05-09,Tue,Morning
Lower Manhattan,Branded,80,5,5,3,2023-05-14,Sun,Morning
Lower Manhattan,Branded,78,5,5,3,2023-05-14,Sun,Afternoon
Astoria,Loose Tea,45.85,5,5,3,2023-05-16,Tue,Morning
Hell's Kitchen,Loose Tea,45.35,5,5,3,2023-05-26,Fri,Morning
Lower Manhattan,Loose Tea,46.75,5,5,3,2023-06-07,Wed,Morning
Lower Manhattan,Coffee beans,153,7,7,3,2023-06-07,Wed,Morning
Hell's Kitchen,Coffee beans,97.35,5,5,3,2023-06-07,Wed,Morning
Lower Manhattan,Branded,278,19,9,3,2023-06-09,Fri,Morning
Lower Manhattan,Loose Tea,46.75,5,5,3,2023-06-09,Fri,Morning
Lower Manhattan,Coffee beans,148.5,5,5,3,2023-06-10,Sat,Morning
Hell's Kitchen,Coffee beans,147,5,5,3,2023-06-12,Mon,Morning
Lower Manhattan,Branded,106,7,7,3,2023-06-14,Wed,Morning
Lower Manhattan,Branded,106,6,6,3,2023-06-14,Wed,Afternoon
Hell's Kitchen,Coffee beans,1165.5,27,6,3,2023-06-17,Sat,Morning
Astoria,Branded,136,8,8,3,2023-06-17,Sat,Morning
Astoria,Loose Tea,44.75,5,5,3,2023-06-18,Sun,Morning
Astoria,Coffee beans,151.9,5,5,3,2023-06-19,Mon,Evening
Astoria,Loose Tea,45.3,5,5,3,2023-06-20,Tue,Morning
Lower Manhattan,Flavours,17.6,22,10,3,2023-01-08,Sun,Morning
Hell's Kitchen,Flavours,8,10,7,3,2023-01-09,Mon,Morning
Astoria,Flavours,7.2,9,6,3,2023-01-11,Wed,Morning
Hell's Kitchen,Flavours,9.6,12,6,3,2023-01-10,Tue,Afternoon
Lower Manhattan,Flavours,13.6,17,11,3,2023-01-13,Fri,Morning
Astoria,Flavours,10.4,13,10,3,2023-01-13,Fri,Morning
Astoria,Flavours,5.6,7,5,3,2023-01-14,Sat,Afternoon
Lower Manhattan,Flavours,6.4,8,5,3,2023-01-14,Sat,Afternoon
Hell's Kitchen,Flavours,7.2,9,6,3,2023-01-15,Sun,Morning
Astoria,Flavours,15.2,19,12,3,2023-01-16,Mon,Morning
Lower Manhattan,Flavours,8.8,11,7,3,2023-01-16,Mon,Afternoon
Hell's Kitchen,Flavours,10.4,13,10,3,2023-01-18,Wed,Morning
Astoria,Flavours,14.4,18,12,3,2023-01-18,Wed,Morning
Lower Manhattan,Flavours,7.2,9,6,3,2023-01-22,Sun,Afternoon
Lower Manhattan,Flavours,7.2,9,6,3,2023-01-23,Mon,Morning
Lower Manhattan,Flavours,7.2,9,6,3,2023-01-23,Mon,Afternoon
Lower Manhattan,Flavours,8.8,11,7,3,2023-01-27,Fri,Morning
Lower Manhattan,Flavours,5.6,7,5,3,2023-01-27,Fri,Afternoon
Lower Manhattan,Flavours,7.2,9,5,3,2023-01-30,Mon,Morning
Lower Manhattan,Flavours,14.4,18,8,3,2023-02-08,Wed,Morning
Hell's Kitchen,Flavours,5.6,7,5,3,2023-02-08,Wed,Morning
Hell's Kitchen,Flavours,9.6,12,8,3,2023-02-08,Wed,Afternoon
Hell's Kitchen,Flavours,6.4,8,5,3,2023-02-10,Fri,Morning
Astoria,Flavours,8,10,6,3,2023-02-10,Fri,Afternoon
Lower Manhattan,Flavours,14.4,18,10,3,2023-02-11,Sat,Morning
Astoria,Flavours,5.6,7,5,3,2023-02-14,Tue,Afternoon
Hell's Kitchen,Flavours,8.8,11,7,3,2023-02-15,Wed,Morning
Astoria,Flavours,9.6,12,9,3,2023-02-16,Thu,Morning
Hell's Kitchen,Flavours,8,10,6,3,2023-02-16,Thu,Morning
Lower Manhattan,Flavours,7.2,9,6,3,2023-02-16,Thu,Morning
Lower Manhattan,Flavours,4.8,6,5,3,2023-02-16,Thu,Afternoon
Lower Manhattan,Flavours,8,10,7,3,2023-02-17,Fri,Morning
Astoria,Flavours,13.6,17,15,3,2023-02-17,Fri,Morning
Lower Manhattan,Flavours,8,10,7,3,2023-02-17,Fri,Afternoon
Astoria,Flavours,16.8,21,13,3,2023-02-18,Sat,Morning
Astoria,Flavours,8,10,6,3,2023-02-20,Mon,Morning
Hell's Kitchen,Flavours,15.2,19,11,3,2023-02-21,Tue,Morning
Lower Manhattan,Flavours,12,15,10,3,2023-02-22,Wed,Morning
Lower Manhattan,Flavours,6.4,8,6,3,2023-02-25,Sat,Afternoon
Lower Manhattan,Flavours,8,10,6,3,2023-02-27,Mon,Afternoon
Hell's Kitchen,Flavours,12,15,9,3,2023-03-07,Tue,Morning
Lower Manhattan,Flavours,23.2,29,12,3,2023-03-08,Wed,Morning
Lower Manhattan,Flavours,7.2,9,5,3,2023-03-08,Wed,Afternoon
Hell's Kitchen,Flavours,20.8,26,17,3,2023-03-09,Thu,Morning
Astoria,Flavours,8.8,11,8,3,2023-03-10,Fri,Afternoon
Hell's Kitchen,Flavours,6.4,8,5,3,2023-03-10,Fri,Afternoon
Lower Manhattan,Flavours,8,10,6,3,2023-03-12,Sun,Afternoon
Astoria,Flavours,8.8,11,8,3,2023-03-13,Mon,Morning
Hell's Kitchen,Flavours,4.8,6,5,3,2023-03-13,Mon,Afternoon
Astoria,Flavours,4.8,6,5,3,2023-03-13,Mon,Afternoon
Hell's Kitchen,Flavours,16,20,12,3,2023-03-15,Wed,Morning
Astoria,Flavours,7.2,9,8,3,2023-03-16,Thu,Morning
Lower Manhattan,Flavours,4.8,6,5,3,2023-03-16,Thu,Afternoon
Lower Manhattan,Flavours,9.6,12,7,3,2023-03-16,Thu,Morning
Hell's Kitchen,Flavours,8.8,11,7,3,2023-03-18,Sat,Morning
Astoria,Flavours,17.6,22,15,3,2023-03-18,Sat,Morning
Lower Manhattan,Flavours,11.2,14,9,3,2023-03-19,Sun,Afternoon
Astoria,Flavours,8,10,7,3,2023-03-20,Mon,Morning
Hell's Kitchen,Flavours,16.8,21,13,3,2023-03-20,Mon,Morning
Hell's Kitchen,Flavours,8,10,6,3,2023-03-20,Mon,Afternoon
Astoria,Flavours,10.4,13,9,3,2023-03-21,Tue,Morning
Astoria,Flavours,8,10,5,3,2023-03-21,Tue,Afternoon
Hell's Kitchen,Flavours,8,10,5,3,2023-03-21,Tue,Afternoon
Lower Manhattan,Flavours,15.2,19,12,3,2023-03-24,Fri,Morning
Lower Manhattan,Flavours,8.8,11,7,3,2023-03-24,Fri,Afternoon
Lower Manhattan,Flavours,6.4,8,6,3,2023-03-25,Sat,Afternoon
Astoria,Flavours,8.8,11,6,3,2023-03-30,Thu,Morning
Lower Manhattan,Flavours,8,10,7,3,2023-03-31,Fri,Morning
Hell's Kitchen,Flavours,9.6,12,8,3,2023-03-31,Fri,Morning
Hell's Kitchen,Flavours,16.8,21,13,3,2023-04-07,Fri,Morning
Lower Manhattan,Flavours,24.8,31,18,3,2023-04-08,Sat,Morning
Hell's Kitchen,Flavours,7.2,9,6,3,2023-04-08,Sat,Afternoon
Hell's Kitchen,Flavours,28.8,36,25,3,2023-04-09,Sun,Morning
Lower Manhattan,Flavours,7.2,9,6,3,2023-04-10,Mon,Afternoon
Hell's Kitchen,Flavours,9.6,12,7,3,2023-04-10,Mon,Afternoon
Astoria,Flavours,9.6,12,8,3,2023-04-10,Mon,Afternoon
Hell's Kitchen,Flavours,6.4,8,5,3,2023-04-11,Tue,Afternoon
Lower Manhattan,Flavours,6.4,8,5,3,2023-04-14,Fri,Afternoon
Astoria,Flavours,6.4,8,6,3,2023-04-14,Fri,Afternoon
Hell's Kitchen,Flavours,11.2,14,9,3,2023-04-15,Sat,Morning
Hell's Kitchen,Flavours,6.4,8,5,3,2023-04-18,Tue,Afternoon
Lower Manhattan,Flavours,9.6,12,8,3,2023-04-18,Tue,Afternoon
Lower Manhattan,Flavours,8.8,11,6,3,2023-04-19,Wed,Afternoon
Hell's Kitchen,Flavours,7.2,9,7,3,2023-04-19,Wed,Afternoon
Hell's Kitchen,Flavours,4.8,6,5,3,2023-04-20,Thu,Afternoon
Hell's Kitchen,Flavours,6.4,8,5,3,2023-04-22,Sat,Afternoon
Lower Manhattan,Flavours,14.4,18,11,3,2023-04-24,Mon,Afternoon
Hell's Kitchen,Flavours,5.6,7,5,3,2023-04-26,Wed,Morning
Lower Manhattan,Flavours,8.8,11,7,3,2023-04-27,Thu,Afternoon
Hell's Kitchen,Flavours,8,10,8,3,2023-04-30,Sun,Morning
Lower Manhattan,Flavours,44,55,30,3,2023-05-08,Mon,Morning
Hell's Kitchen,Flavours,28.8,36,28,3,2023-05-09,Tue,Morning
Hell's Kitchen,Flavours,12,15,10,3,2023-05-09,Tue,Afternoon
Lower Manhattan,Flavours,8,10,7,3,2023-05-10,Wed,Afternoon
Lower Manhattan,Flavours,16,20,8,3,2023-05-11,Thu,Afternoon
Hell's Kitchen,Flavours,9.6,12,8,3,2023-05-11,Thu,Afternoon
Astoria,Flavours,14.4,18,12,3,2023-05-12,Fri,Morning
Astoria,Flavours,7.2,9,7,3,2023-05-12,Fri,Afternoon
Astoria,Flavours,8,10,6,3,2023-05-14,Sun,Afternoon
Hell's Kitchen,Flavours,18.4,23,15,3,2023-05-15,Mon,Morning
Hell's Kitchen,Flavours,12,15,11,3,2023-05-17,Wed,Morning
Astoria,Flavours,7.2,9,6,3,2023-05-16,Tue,Afternoon
Astoria,Flavours,31.2,39,25,3,2023-05-18,Thu,Morning
Hell's Kitchen,Flavours,5.6,7,5,3,2023-05-18,Thu,Afternoon
Lower Manhattan,Flavours,8.8,11,7,3,2023-05-20,Sat,Afternoon
Hell's Kitchen,Flavours,8,10,7,3,2023-05-20,Sat,Afternoon
Astoria,Flavours,5.6,7,5,3,2023-05-21,Sun,Afternoon
Hell's Kitchen,Flavours,7.2,9,5,3,2023-05-21,Sun,Evening
Lower Manhattan,Flavours,11.2,14,10,3,2023-05-23,Tue,Afternoon
Lower Manhattan,Flavours,13.6,17,10,3,2023-05-24,Wed,Afternoon
Lower Manhattan,Flavours,13.6,17,13,3,2023-05-27,Sat,Afternoon
Hell's Kitchen,Flavours,8,10,5,3,2023-05-27,Sat,Evening
Astoria,Flavours,8.8,11,7,3,2023-05-30,Tue,Morning
Hell's Kitchen,Flavours,12.8,16,9,3,2023-05-31,Wed,Afternoon
Hell's Kitchen,Flavours,8,10,7,3,2023-06-07,Wed,Afternoon
Lower Manhattan,Flavours,23.2,29,15,3,2023-06-08,Thu,Morning
Hell's Kitchen,Flavours,39.2,49,34,3,2023-06-09,Fri,Morning
Hell's Kitchen,Flavours,12,15,10,3,2023-06-09,Fri,Afternoon
Lower Manhattan,Flavours,10.4,13,9,3,2023-06-10,Sat,Afternoon
Lower Manhattan,Flavours,16,20,9,3,2023-06-11,Sun,Afternoon
Hell's Kitchen,Flavours,8,10,6,3,2023-06-11,Sun,Afternoon
Astoria,Flavours,11.2,14,9,3,2023-06-12,Mon,Morning
Astoria,Flavours,8,10,7,3,2023-06-12,Mon,Afternoon
Lower Manhattan,Flavours,16.8,21,10,3,2023-06-12,Mon,Afternoon
Hell's Kitchen,Flavours,8,10,6,3,2023-06-13,Tue,Evening
Astoria,Flavours,6.4,8,5,3,2023-06-14,Wed,Afternoon
Hell's Kitchen,Flavours,19.2,24,14,3,2023-06-15,Thu,Morning
Astoria,Flavours,8.8,11,7,3,2023-06-16,Fri,Afternoon
Hell's Kitchen,Flavours,7.2,9,5,3,2023-06-17,Sat,Afternoon
Hell's Kitchen,Flavours,7.2,9,6,3,2023-06-18,Sun,Afternoon
Hell's Kitchen,Flavours,8,10,7,3,2023-06-19,Mon,Afternoon
Lower Manhattan,Flavours,12,15,10,3,2023-06-20,Tue,Afternoon
Hell's Kitchen,Flavours,7.2,9,6,3,2023-06-20,Tue,Afternoon
Astoria,Flavours,7.2,9,6,3,2023-06-21,Wed,Afternoon
Lower Manhattan,Flavours,10.4,13,8,3,2023-06-24,Sat,Afternoon
Hell's Kitchen,Flavours,8,10,8,3,2023-06-25,Sun,Morning
Hell's Kitchen,Flavours,5.6,7,5,3,2023-06-26,Mon,Morning
Lower Manhattan,Flavours,10.4,13,10,3,2023-06-27,Tue,Afternoon
Lower Manhattan,Flavours,8,10,5,3,2023-06-30,Fri,Afternoon
Astoria,Flavours,4.8,6,4,3,2023-01-11,Wed,Afternoon
Lower Manhattan,Flavours,6.4,8,4,3,2023-01-17,Tue,Afternoon
Lower Manhattan,Flavours,6.4,8,4,3,2023-01-18,Wed,Afternoon
Lower Manhattan,Flavours,4,5,4,3,2023-01-21,Sat,Afternoon
Astoria,Flavours,4.8,6,4,3,2023-02-11,Sat,Morning
Astoria,Flavours,5.6,7,4,3,2023-02-11,Sat,Afternoon
Hell's Kitchen,Flavours,5.6,7,4,3,2023-02-12,Sun,Afternoon
Lower Manhattan,Flavours,4.8,6,4,3,2023-02-14,Tue,Afternoon
Hell's Kitchen,Flavours,4.8,6,4,3,2023-02-19,Sun,Afternoon
Lower Manhattan,Flavours,5.6,7,4,3,2023-02-20,Mon,Afternoon
Lower Manhattan,Flavours,5.6,7,4,3,2023-02-21,Tue,Morning
Lower Manhattan,Flavours,4.8,6,4,3,2023-02-24,Fri,Afternoon
Hell's Kitchen,Flavours,4.8,6,4,3,2023-03-08,Wed,Afternoon
Hell's Kitchen,Flavours,6.4,8,4,3,2023-03-11,Sat,Afternoon
Astoria,Flavours,4,5,4,3,2023-03-12,Sun,Morning
Hell's Kitchen,Flavours,6.4,8,4,3,2023-03-17,Fri,Afternoon
Lower Manhattan,Flavours,4.8,6,4,3,2023-03-17,Fri,Afternoon
Lower Manhattan,Flavours,4.8,6,4,3,2023-03-22,Wed,Afternoon
Lower Manhattan,Flavours,5.6,7,4,3,2023-03-31,Fri,Afternoon
Lower Manhattan,Flavours,8,10,4,3,2023-04-08,Sat,Afternoon
Lower Manhattan,Branded,138,10,4,3,2023-04-09,Sun,Morning
Hell's Kitchen,Flavours,4,5,4,3,2023-04-09,Sun,Evening
Astoria,Flavours,4.8,6,4,3,2023-04-16,Sun,Afternoon
Hell's Kitchen,Coffee beans,757.75,18,4,3,2023-04-17,Mon,Morning
Hell's Kitchen,Flavours,5.6,7,4,3,2023-04-21,Fri,Afternoon
Hell's Kitchen,Flavours,6.4,8,4,3,2023-04-27,Thu,Evening
Hell's Kitchen,Flavours,4,5,4,3,2023-05-09,Tue,Evening
Hell's Kitchen,Flavours,4.8,6,4,3,2023-05-12,Fri,Evening
Hell's Kitchen,Flavours,5.6,7,4,3,2023-05-13,Sat,Evening
Astoria,Flavours,5.6,7,4,3,2023-05-14,Sun,Evening
Hell's Kitchen,Flavours,4,5,4,3,2023-05-19,Fri,Afternoon
Astoria,Flavours,5.6,7,4,3,2023-05-21,Sun,Evening
Lower Manhattan,Flavours,5.6,7,4,3,2023-05-31,Wed,Afternoon
Lower Manhattan,Flavours,6.4,8,4,3,2023-06-08,Thu,Afternoon
Lower Manhattan,Flavours,10.4,13,4,3,2023-06-08,Thu,Evening
Hell's Kitchen,Flavours,4.8,6,4,3,2023-06-08,Thu,Evening
Hell's Kitchen,Flavours,4,5,4,3,2023-06-09,Fri,Evening
Astoria,Flavours,6.4,8,4,3,2023-06-21,Wed,Evening
Lower Manhattan,Loose Tea,35.8,4,4,3,2023-01-09,Mon,Morning
Astoria,Coffee beans,131.45,4,4,3,2023-01-15,Sun,Evening
Hell's Kitchen,Coffee beans,53,4,4,3,2023-01-18,Wed,Morning
Hell's Kitchen,Coffee beans,91,4,4,3,2023-01-21,Sat,Morning
Lower Manhattan,Loose Tea,37.8,4,4,3,2023-02-07,Tue,Morning
Hell's Kitchen,Loose Tea,37.8,4,4,3,2023-02-14,Tue,Morning
Lower Manhattan,Coffee beans,130.5,4,4,3,2023-02-22,Wed,Morning
Lower Manhattan,Loose Tea,35.8,4,4,3,2023-02-24,Fri,Morning
Hell's Kitchen,Loose Tea,38.1,4,4,3,2023-02-26,Sun,Morning
Hell's Kitchen,Coffee beans,76.5,4,4,3,2023-03-09,Thu,Morning
Hell's Kitchen,Coffee beans,62.5,4,4,3,2023-03-10,Fri,Morning
Astoria,Flavours,3.2,4,4,3,2023-03-12,Sun,Afternoon
Hell's Kitchen,Coffee beans,79.5,4,4,3,2023-03-14,Tue,Afternoon
Hell's Kitchen,Coffee beans,81,4,4,3,2023-03-17,Fri,Morning
Astoria,Coffee beans,92.5,4,4,3,2023-03-17,Fri,Morning
Hell's Kitchen,Loose Tea,35.8,4,4,3,2023-03-18,Sat,Morning
Astoria,Coffee beans,71.45,4,4,3,2023-03-21,Tue,Morning
Hell's Kitchen,Coffee beans,65.65,4,4,3,2023-03-22,Wed,Morning
Hell's Kitchen,Loose Tea,38.1,4,4,3,2023-03-26,Sun,Morning
Astoria,Loose Tea,36.4,4,4,3,2023-03-30,Thu,Morning
Hell's Kitchen,Coffee beans,76.9,4,4,3,2023-04-07,Fri,Morning
Lower Manhattan,Coffee beans,103.5,4,4,3,2023-04-10,Mon,Morning
Hell's Kitchen,Coffee beans,82.75,4,4,3,2023-04-10,Mon,Morning
Hell's Kitchen,Loose Tea,37.2,4,4,3,2023-04-10,Mon,Morning
Hell's Kitchen,Loose Tea,35.8,4,4,3,2023-04-12,Wed,Afternoon
Astoria,Flavours,3.2,4,4,3,2023-04-13,Thu,Afternoon
Hell's Kitchen,Loose Tea,36.35,4,4,3,2023-04-16,Sun,Morning
Astoria,Flavours,3.2,4,4,3,2023-04-18,Tue,Afternoon
